tweet_id,created_at,date,hour,weekday,author_id,author_type,tweet_text_raw,sentiment_text,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
667648,2017-11-23 03:22:46+00:00,2017-11-23,3,Thursday,279142,Customer,@hulu_support can I use Hulu live sign in for FXNOW?,@user can I use Hulu live sign in for FXNOW?,0.00753698,0.95933372,0.03312925,0.02559226,Neutral
2023334,2017-11-06 10:59:07+00:00,2017-11-06,10,Monday,comcastcares,Support,@598396 I can definitely assist with the phone issue you're having. Could you please DM me your address and phone number to begin? -NFM,@user I can definitely assist with the phone issue you're having. Could you please DM me your address and phone number to begin? -NFM,0.05324504,0.77063805,0.17611688,0.12287185,Neutral
1437763,2017-11-02 10:22:05+00:00,2017-11-02,10,Thursday,453834,Customer,@O2 #O2priority my phone doesn't doesn't have an avocado emoji 😭😭 https://t.co/ycYbJhrln8,@user #O2priority my phone doesn't doesn't have an avocado emoji 😭😭 http,0.89208025,0.09938418,0.00853546,-0.88354478,Negative
2093138,2017-11-08 07:43:25+00:00,2017-11-08,7,Wednesday,nationalrailenq,Support,@618485 No problem!,@user No problem!,0.01056402,0.10907988,0.88035613,0.86979211,Positive
299623,2017-10-06 19:56:14+00:00,2017-10-06,19,Friday,187418,Customer,Hi @AmazonHelp I waited in all day yesterday for a prime delivery. Then got told it'd be today waited in all day still nothing. :(,Hi @user I waited in all day yesterday for a prime delivery. Then got told it'd be today waited in all day still nothing. :(,0.91923887,0.07259545,0.00816571,-0.91107315,Negative
2194701,2017-11-09 17:56:07+00:00,2017-11-09,17,Thursday,642188,Customer,"Back to Miami with @AmericanAir to keep working hard for this year's @86758 Keep believing, keep creating and... #GoGetThatDream https://t.co/KHmZziR46i","Back to Miami with @user to keep working hard for this year's @user Keep believing, keep creating and... #GoGetThatDream http",0.00226917,0.03732235,0.96040845,0.95813928,Positive
208334,2017-10-05 02:07:30+00:00,2017-10-05,2,Thursday,ChipotleTweets,Support,@165276 Adorbz! -James,@user Adorbz! -James,0.00906454,0.48013818,0.51079726,0.50173272,Positive
2301971,2017-11-12 20:31:00+00:00,2017-11-12,20,Sunday,AppleSupport,Support,"@668059 You’re welcome! If you have any other issues, let us know. We’re available every day from 5 a.m. to 8 p.m. Pacific time.","@user You’re welcome! If you have any other issues, let us know. We’re available every day from 5 a.m. to 8 p.m. Pacific time.",0.00957248,0.40474761,0.58567995,0.57610747,Positive
1383154,2017-10-28 08:56:47+00:00,2017-10-28,8,Saturday,441894,Customer,"@British_Airways Done, thank you","@user Done, thank you",0.01699637,0.26166999,0.72133362,0.70433726,Positive
2262266,2017-11-10 23:45:04+00:00,2017-11-10,23,Friday,449785,Customer,@HPSupport I am worried and pissed. I hope its not from the laptop but from the windows. Can u fix it please? I tried many things nothing worked,@user I am worried and pissed. I hope its not from the laptop but from the windows. Can u fix it please? I tried many things nothing worked,0.92191571,0.06965841,0.00842587,-0.91348984,Negative
2429801,2017-11-14 20:45:33+00:00,2017-11-14,20,Tuesday,697557,Customer,"@Delta I reread this and it is not clear and could be taken for worse than it is — we are all on the same flight, one row apart. But they assigned the long seat to my 5 year old instead of me.","@user I reread this and it is not clear and could be taken for worse than it is — we are all on the same flight, one row apart. But they assigned the long seat to my 5 year old instead of me.",0.75526196,0.23713556,0.00760237,-0.74765959,Negative
1868091,2017-10-20 21:01:47+00:00,2017-10-20,21,Friday,558040,Customer,I am convinced that someone at @115888 enjoys giving me horrible Discover Weekly playlists. Thanks for pooping in my ears...,I am convinced that someone at @user enjoys giving me horrible Discover Weekly playlists. Thanks for pooping in my ears...,0.94022250,0.05078514,0.00899233,-0.93123018,Negative
365554,2017-10-08 19:44:57+00:00,2017-10-08,19,Sunday,JetBlue,Support,"@201550 We're very sorry to hear you'll miss that, Larisa. Have you been rebooked?","@user We're very sorry to hear you'll miss that, Larisa. Have you been rebooked?",0.76140863,0.22151396,0.01707743,-0.74433120,Negative
1066109,2017-10-23 17:01:45+00:00,2017-10-23,17,Monday,ChipotleTweets,Support,@371702 Was this today? -James,@user Was this today? -James,0.00857339,0.95463634,0.03679032,0.02821693,Neutral
670408,2017-10-05 04:12:26+00:00,2017-10-05,4,Thursday,279921,Customer,@2743 would LG V30 be available on virgin mobile ? Please say yes!!,@user would LG V30 be available on virgin mobile ? Please say yes!!,0.00429541,0.17768206,0.81802249,0.81372708,Positive
1670628,2017-11-06 13:12:27+00:00,2017-11-06,13,Monday,AppleSupport,Support,@508561 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,@user Here’s what you can do to work around the issue until it’s fixed in a future software update: http,0.04001048,0.85742158,0.10256787,0.06255739,Neutral
789183,2017-10-12 10:59:36+00:00,2017-10-12,10,Thursday,308201,Customer,@nationalrailenq hello any ideas when engineering works for 29th and 30th December will be announced? #planning,@user hello any ideas when engineering works for 29th and 30th December will be announced? #planning,0.01531383,0.93416643,0.05051969,0.03520586,Neutral
2669491,2017-11-19 11:17:12+00:00,2017-11-19,11,Sunday,751853,Customer,My biggest mistake is switching to @idea_cares from @119772 👿👿👿,My biggest mistake is switching to @user from @user 👿👿👿,0.89984387,0.09313051,0.00702563,-0.89281824,Negative
65814,2017-11-23 04:43:56+00:00,2017-11-23,4,Thursday,IHGService,Support,"@131054 I'd like to help. May you please send us a DM with your Rewards Club # along with the complete name, phone number, email address and correct street address so we can verify this. Please advise the necessary changes or adjustments you would like. Thank you. ^mn https://t.co/2rT0l9N9Cu","@user I'd like to help. May you please send us a DM with your Rewards Club # along with the complete name, phone number, email address and correct street address so we can verify this. Please advise the necessary changes or adjustments you would like. Thank you. ^mn http",0.01567340,0.75405091,0.23027579,0.21460240,Neutral
802878,2017-10-12 16:07:35+00:00,2017-10-12,16,Thursday,marksandspencer,Support,@191961 We'll feed it back to our Food Team to take a look at the packaging! No-one wants a squished cream slice ._.,@user We'll feed it back to our Food Team to take a look at the packaging! No-one wants a squished cream slice ._.,0.89120561,0.10065623,0.00813823,-0.88306738,Negative
1742204,2017-11-07 05:25:26+00:00,2017-11-07,5,Tuesday,525534,Customer,@AskTarget do you know if the Reputation magazines sold at Target will be the same as the ones sold at Walmart in Canada?,@user do you know if the Reputation magazines sold at Target will be the same as the ones sold at Walmart in Canada?,0.01332868,0.96287096,0.02380036,0.01047168,Neutral
1984322,2017-11-02 00:56:09+00:00,2017-11-02,0,Thursday,AskCiti,Support,@474991 Pls click here to confirm if your Citi account is out of U.S.(no accts/PINs) and pls delete acct info for your security. TY! ^MC https://t.co/gvC4jAOA9c,@user Pls click here to confirm if your Citi account is out of U.S.(no accts/PINs) and pls delete acct info for your security. TY! ^MC http,0.08509006,0.84643161,0.06847829,-0.01661176,Neutral
746486,2017-10-11 16:21:51+00:00,2017-10-11,16,Wednesday,O2,Support,@298461 We've replied to your DM Laura 😃,@user We've replied to your DM Laura 😃,0.00455858,0.22984941,0.76559198,0.76103340,Positive
1713267,2017-10-17 18:42:14+00:00,2017-10-17,18,Tuesday,122859,Customer,@280456 @SW_Help @133159 One of life’s great mysteries I guess hope you get home safe!,@user @user @user One of life’s great mysteries I guess hope you get home safe!,0.01655413,0.15407833,0.82936752,0.81281339,Positive
2759653,2017-11-20 07:15:25+00:00,2017-11-20,7,Monday,772181,Customer,@772182 Yo. Just find me and ask...since we are always there at the same time. 😂,@user Yo. Just find me and ask...since we are always there at the same time. 😂,0.05078115,0.69221014,0.25700873,0.20622758,Neutral
2761476,2017-11-22 05:50:30+00:00,2017-11-22,5,Wednesday,XboxSupport,Support,"@772611 Let us know if you have any other issues, we're here to help. ^CO","@user Let us know if you have any other issues, we're here to help. ^CO",0.05357595,0.67065448,0.27576953,0.22219358,Neutral
262441,2017-10-05 22:01:24+00:00,2017-10-05,22,Thursday,BofA_Help,Support,@178517 Hi. We'd like to see how we can help. ^az,@user Hi. We'd like to see how we can help. ^az,0.03129575,0.42872351,0.53998077,0.50868502,Positive
1849950,2017-10-18 21:33:28+00:00,2017-10-18,21,Wednesday,Tesco,Support,@553852 Also would it be okay if we passed your details on to our suppliers in case they wish to contact you? TY 3/3 - Peter,@user Also would it be okay if we passed your details on to our suppliers in case they wish to contact you? TY 3/3 - Peter,0.01045610,0.86866426,0.12087964,0.11042354,Neutral
461201,2017-12-01 02:38:26+00:00,2017-12-01,2,Friday,224587,Customer,@AmazonHelp The only option is to deliver the product in the GUARANTEED DELIVERY TIME.,@user The only option is to deliver the product in the GUARANTEED DELIVERY TIME.,0.03143667,0.62209725,0.34646603,0.31502937,Neutral
611081,2017-11-22 13:21:45+00:00,2017-11-22,13,Wednesday,AmazonHelp,Support,@265292 Je vous en prie :p,@user Je vous en prie :p,0.01507783,0.75478953,0.23013268,0.21505486,Neutral
2534986,2017-11-16 07:21:12+00:00,2017-11-16,7,Thursday,721244,Customer,@LondonMidland @12471 comfortable scenes on the 06:39 service RugeleyTV to New St this morning. 2 carriages is simply not acceptable on this line... ever! https://t.co/2yJbh0PRWB,@user @user comfortable scenes on the 06:39 service RugeleyTV to New St this morning. 2 carriages is simply not acceptable on this line... ever! http,0.81787342,0.15702768,0.02509886,-0.79277456,Negative
2372567,2017-11-14 00:18:27+00:00,2017-11-14,0,Tuesday,684511,Customer,@115714 needs to get it together because I don’t have any service. been gone all day and then come home to notifications all coming at once 🙄,@user needs to get it together because I don’t have any service. been gone all day and then come home to notifications all coming at once 🙄,0.92421514,0.06746475,0.00832014,-0.91589500,Negative
1000165,2017-11-03 22:49:47+00:00,2017-11-03,22,Friday,SpotifyCares,Support,"@155565 We hear you. Don't worry, your feedback will be sent over to the right team. You can get more content info here: https://t.co/MEjmIRL2eB /HR","@user We hear you. Don't worry, your feedback will be sent over to the right team. You can get more content info here: http /HR",0.00723788,0.27790409,0.71485794,0.70762005,Positive
103066,2017-11-30 17:57:00+00:00,2017-11-30,17,Thursday,AmazonHelp,Support,@138665 I'm sorry for the poor experience. Can you tell us more about your concern? Please don't include any account details. ^RA,@user I'm sorry for the poor experience. Can you tell us more about your concern? Please don't include any account details. ^RA,0.76979744,0.21826664,0.01193595,-0.75786149,Negative
2640929,2017-11-17 22:03:00+00:00,2017-11-17,22,Friday,AmazonHelp,Support,"@745286 We'd like to help, if possible. Please let us know what's going on. ^BH","@user We'd like to help, if possible. Please let us know what's going on. ^BH",0.01090672,0.50886595,0.48022735,0.46932063,Neutral
2371677,2017-11-14 00:40:06+00:00,2017-11-14,0,Tuesday,AskPlayStation,Support,@447445 Hi there! As a security measure you will be request to update the password once in a while. Steps here https://t.co/6Cv9bgut2Q,@user Hi there! As a security measure you will be request to update the password once in a while. Steps here http,0.00799455,0.77052021,0.22148529,0.21349074,Neutral
599823,2017-12-03 20:25:17+00:00,2017-12-03,20,Sunday,262301,Customer,@AdobeCare I am simply recommending you use your own CS platform and see if it's the experience you want to provide for your customers.,@user I am simply recommending you use your own CS platform and see if it's the experience you want to provide for your customers.,0.05414518,0.78934664,0.15650813,0.10236295,Neutral
1520061,2017-11-03 16:53:07+00:00,2017-11-03,16,Friday,British_Airways,Support,"@134636 I'm sorry you're disappointed, John. We don't pay compensation for circumstances outside our control. ^Kimbers","@user I'm sorry you're disappointed, John. We don't pay compensation for circumstances outside our control. ^Kimbers",0.86142617,0.13187881,0.00669501,-0.85473117,Negative
2112909,2017-11-08 16:37:01+00:00,2017-11-08,16,Wednesday,AppleSupport,Support,@623065 That's great news that you were able to update. Let us know if you need any further assistance. https://t.co/GDrqU22YpT,@user That's great news that you were able to update. Let us know if you need any further assistance. http,0.00303378,0.02236175,0.97460449,0.97157071,Positive
1498640,2017-11-03 13:09:00+00:00,2017-11-03,13,Friday,AppleSupport,Support,"@467954 We'd like to help. When you can, please join us in DM using this link: https://t.co/GDrqU22YpT","@user We'd like to help. When you can, please join us in DM using this link: http",0.00482891,0.31001794,0.68515313,0.68032422,Positive
490614,2017-12-01 16:39:33+00:00,2017-12-01,16,Friday,127739,Customer,"@AmazonHelp No it hasn't, it says it's been delivered to my door but alas it has not. I've already been in touch with customer services who have asked me to wait until 9pm to see if it arrives.","@user No it hasn't, it says it's been delivered to my door but alas it has not. I've already been in touch with customer services who have asked me to wait until 9pm to see if it arrives.",0.67693889,0.30268911,0.02037201,-0.65656688,Negative
1802897,2017-10-13 14:27:38+00:00,2017-10-13,14,Friday,TMobileHelp,Support,@541737 @115913 If any of your personal information has been compromised that we will notify you. We take privacy and security very seriously *TaylorBest,@user @user If any of your personal information has been compromised that we will notify you. We take privacy and security very seriously *TaylorBest,0.24187340,0.70626777,0.05185888,-0.19001452,Neutral
2314925,2017-11-13 13:55:23+00:00,2017-11-13,13,Monday,ATVIAssist,Support,@671242 Hi there. This is a known issue: https://t.co/pt9fB6oNfX. Updates regarding this will be posted on the page as well. ^HB,@user Hi there. This is a known issue: http Updates regarding this will be posted on the page as well. ^HB,0.08008136,0.87222373,0.04769495,-0.03238641,Neutral
491161,2017-12-01 16:34:08+00:00,2017-12-01,16,Friday,232010,Customer,"@115913, @115911 please do something about this lack of service in West Virginia.","@user, @user please do something about this lack of service in West Virginia.",0.87184161,0.11913490,0.00902344,-0.86281817,Negative
2102156,2017-11-08 05:43:17+00:00,2017-11-08,5,Wednesday,617594,Customer,@Safaricom_Care So BM... Activation of roaming services?,@user So BM... Activation of roaming services?,0.01823832,0.95988131,0.02188034,0.00364203,Neutral
901281,2017-10-17 23:35:33+00:00,2017-10-17,23,Tuesday,CoxHelp,Support,@333961 We can look into this for you. Please DM your account information. -Brenda,@user We can look into this for you. Please DM your account information. -Brenda,0.05170758,0.80606198,0.14223041,0.09052283,Neutral
2029219,2017-11-05 23:52:46+00:00,2017-11-05,23,Sunday,SpotifyCares,Support,"@600089 Hey there! We’d love to have all of her stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /AR","@user Hey there! We’d love to have all of her stuff available, but we have some info about content here: http /AR",0.00222622,0.10929804,0.88847578,0.88624956,Positive
2325271,2017-11-13 14:25:46+00:00,2017-11-13,14,Monday,SouthwestAir,Support,"@673556 Apologies! We're always working to improve the service, and we sincerely appreciate your feedback. ^NA","@user Apologies! We're always working to improve the service, and we sincerely appreciate your feedback. ^NA",0.02830785,0.20013329,0.77155888,0.74325103,Positive
2724335,2017-11-20 12:08:57+00:00,2017-11-20,12,Monday,SouthwestAir,Support,@764135 Early bird gets the worm. Thanks for sharing the morning with us! ^MS,@user Early bird gets the worm. Thanks for sharing the morning with us! ^MS,0.00208795,0.01720823,0.98070383,0.97861588,Positive
1269796,2017-10-31 17:15:29+00:00,2017-10-31,17,Tuesday,417305,Customer,@British_Airways You didn't request my tracer. You asked if I have a tracer then you said I can track it myself online. Read up. You also failed to read my last tweet at you. Again read up. I said the bag has got back to me after you couriered it to someone else! Wow BA Twitter team wake up!,@user You didn't request my tracer. You asked if I have a tracer then you said I can track it myself online. Read up. You also failed to read my last tweet at you. Again read up. I said the bag has got back to me after you couriered it to someone else! Wow BA Twitter team wake up!,0.69421965,0.29054558,0.01523471,-0.67898494,Negative
2197539,2017-11-10 12:20:38+00:00,2017-11-10,12,Friday,British_Airways,Support,@622259 look into this further. ^Amy 2/2,@user look into this further. ^Amy 2/2,0.06068673,0.87803018,0.06128303,0.00059630,Neutral
2563496,2017-11-26 20:40:18+00:00,2017-11-26,20,Sunday,sainsburys,Support,@698597 I'm sorry about that. Can you please send me a photo of the barcode along with which store you bought these from? Gabby,@user I'm sorry about that. Can you please send me a photo of the barcode along with which store you bought these from? Gabby,0.50323141,0.48050523,0.01626338,-0.48696803,Negative
2113155,2017-11-08 14:49:11+00:00,2017-11-08,14,Wednesday,BofA_Help,Support,@623110 Zelle allows you to transfer money at no cost to friends and family who have banks that also use the feature. ^nb,@user Zelle allows you to transfer money at no cost to friends and family who have banks that also use the feature. ^nb,0.00446094,0.44561890,0.54992020,0.54545926,Positive
1068762,2017-10-23 15:52:46+00:00,2017-10-23,15,Monday,AmazonHelp,Support,"@372212 I'm really sorry for this! To clarify, who was the carrier for the last delivery where the instructions weren't followed? ^AH","@user I'm really sorry for this! To clarify, who was the carrier for the last delivery where the instructions weren't followed? ^AH",0.83750606,0.15526883,0.00722511,-0.83028095,Negative
2279967,2017-10-19 18:50:39+00:00,2017-10-19,18,Thursday,sprintcare,Support,@662830 Please allow me to look into this for you send me a private message so I can help. - IR,@user Please allow me to look into this for you send me a private message so I can help. - IR,0.02321711,0.70876479,0.26801807,0.24480096,Neutral
2483529,2017-10-30 00:33:24+00:00,2017-10-30,0,Monday,AmericanAir,Support,@554164 We're looking at your DM now.,@user We're looking at your DM now.,0.03596430,0.86092061,0.10311503,0.06715073,Neutral
2601690,2017-11-17 07:26:48+00:00,2017-11-17,7,Friday,316463,Customer,@AskPlayStation how long before Black Friday sale start i wanna get Call of Duty ww2??,@user how long before Black Friday sale start i wanna get Call of Duty ww2??,0.02140532,0.78439420,0.19420041,0.17279509,Neutral
1663740,2017-11-06 09:47:01+00:00,2017-11-06,9,Monday,British_Airways,Support,"@507110 Hi Jamie, you’ll need to contact our Holidays team. There number is 0344 493 0787 then option one. ^Kieran","@user Hi Jamie, you’ll need to contact our Holidays team. There number is 0344 493 0787 then option one. ^Kieran",0.02179658,0.89929545,0.07890795,0.05711137,Neutral
1650035,2017-11-05 23:12:21+00:00,2017-11-05,23,Sunday,airtel_care,Support,"@503988 Hello @503988, please be informed that the YouTube plus pack can be used to browse, download from any website or app. Please note (1/3)","@user Hello @user, please be informed that the YouTube plus pack can be used to browse, download from any website or app. Please note (1/3)",0.00454467,0.74924302,0.24621227,0.24166760,Neutral
1855253,2017-10-19 09:11:33+00:00,2017-10-19,9,Thursday,272189,Customer,@AskPayPal Zum hinzufügen von Bankkonto sollen IBAN 3-8 &amp; Bankleitzahl 8 Ziffern eingegeben. Das ist nicht möglich oder verstehe ich was falsch?,@user Zum hinzufügen von Bankkonto sollen IBAN 3-8 &amp; Bankleitzahl 8 Ziffern eingegeben. Das ist nicht möglich oder verstehe ich was falsch?,0.04830704,0.85178941,0.09990355,0.05159650,Neutral
2223352,2017-11-10 14:09:55+00:00,2017-11-10,14,Friday,ChaseSupport,Support,"@141328 Thanks for reaching out to us. Our branches are open today, but they are closed tomorrow. ^SC","@user Thanks for reaching out to us. Our branches are open today, but they are closed tomorrow. ^SC",0.00618037,0.51912469,0.47469497,0.46851460,Neutral
353266,2017-10-08 13:17:18+00:00,2017-10-08,13,Sunday,199981,Customer,"@115817 @115821 how do I complain about these wank shites? Didn't even attempt delivery or bother telling me, had to chase them myself.","@user @user how do I complain about these wank shites? Didn't even attempt delivery or bother telling me, had to chase them myself.",0.94716775,0.04836082,0.00447148,-0.94269627,Negative
696955,2017-10-10 20:33:40+00:00,2017-10-10,20,Tuesday,286297,Customer,@ChipotleTweets I will gladly fill out the survey. #chipotlequeso #nobueno,@user I will gladly fill out the survey. #chipotlequeso #nobueno,0.00532967,0.32496098,0.66970938,0.66437972,Positive
1917056,2017-10-18 14:43:27+00:00,2017-10-18,14,Wednesday,Delta,Support,"@570999 Ooh, I'm sorry, delays are never fun! Glad we could help with nourishment; and I hope you are on your way soon! *TJP","@user Ooh, I'm sorry, delays are never fun! Glad we could help with nourishment; and I hope you are on your way soon! *TJP",0.38520840,0.30159765,0.31319392,-0.07201448,Negative
327312,2017-11-25 04:11:17+00:00,2017-11-25,4,Saturday,194015,Customer,"Anyone else seeing no keyboard on ios 11.1.2? Twice today, not on any app. Reboot restored. /cc @AppleSupport","Anyone else seeing no keyboard on ios 11.1.2? Twice today, not on any app. Reboot restored. /cc @user",0.57672459,0.39969322,0.02358220,-0.55314239,Negative
2373382,2017-11-14 01:36:54+00:00,2017-11-14,1,Tuesday,684700,Customer,"@AmazonHelp Thanks but just venting about ongoing minor annoyances. A package out for delivery by 8pm was updated to being delivered on Wednesday. OK, no biggie but ten minutes later I see the delivery person running up my driveway to deliver the package. Just kinda funny and missing UPS :).","@user Thanks but just venting about ongoing minor annoyances. A package out for delivery by 8pm was updated to being delivered on Wednesday. OK, no biggie but ten minutes later I see the delivery person running up my driveway to deliver the package. Just kinda funny and missing UPS :).",0.14036106,0.46844837,0.39119065,0.25082959,Neutral
2815524,2017-11-27 02:29:46+00:00,2017-11-27,2,Monday,784936,Customer,@115850 Thank you very much. Really appreciate the quality service and the support. 🎉🇮🇳,@user Thank you very much. Really appreciate the quality service and the support. 🎉🇮🇳,0.00321049,0.01103413,0.98575538,0.98254490,Positive
273146,2017-10-06 05:46:53+00:00,2017-10-06,5,Friday,AmazonHelp,Support,@181233 とんでもないことでございます。今後もお困りのことがございましたら、ご遠慮なくお知らせください。 YM,@user とんでもないことでございます。今後もお困りのことがございましたら、ご遠慮なくお知らせください。 YM,0.05467188,0.84127432,0.10405378,0.04938190,Neutral
1391508,2017-10-18 14:24:52+00:00,2017-10-18,14,Wednesday,443637,Customer,@Tesco how’s about a reply Tesco???,@user how’s about a reply Tesco???,0.06285670,0.90567547,0.03146781,-0.03138889,Neutral
70857,2017-11-30 09:28:56+00:00,2017-11-30,9,Thursday,comcastcares,Support,"@131910 I understand if my services were not working properly, I would be upset as well. Please send me a direct message (DM) with your full name and the full-service address including the city, state, and zip code. I will be able to help you with your cable service issues. - Chad","@user I understand if my services were not working properly, I would be upset as well. Please send me a direct message (DM) with your full name and the full-service address including the city, state, and zip code. I will be able to help you with your cable service issues. - Chad",0.60933739,0.36773753,0.02292505,-0.58641234,Negative
2316130,2017-11-12 20:32:10+00:00,2017-11-12,20,Sunday,671563,Customer,@marksandspencer Ordering me Christmas food and it’s got my mouth watering. :),@user Ordering me Christmas food and it’s got my mouth watering. :),0.00210749,0.02545086,0.97244161,0.97033413,Positive
1313913,2017-10-18 02:31:30+00:00,2017-10-18,2,Wednesday,AmazonHelp,Support,@426976 Thanks for the info. Who was the carrier set to deliver this order? ^GG,@user Thanks for the info. Who was the carrier set to deliver this order? ^GG,0.01000176,0.73768342,0.25231478,0.24231302,Neutral
2657789,2017-11-19 07:11:35+00:00,2017-11-19,7,Sunday,373603,Customer,@AskLyft I’ve done over 1000 rides. How do I get a jacket?,@user I’ve done over 1000 rides. How do I get a jacket?,0.06314478,0.84296238,0.09389289,0.03074811,Neutral
869561,2017-10-13 14:14:33+00:00,2017-10-13,14,Friday,GoDaddyHelp,Support,@326475 If you're having trouble with something I'd be happy to help out. Send me a DM with the details. ^G https://t.co/rYq25s2Pfj,@user If you're having trouble with something I'd be happy to help out. Send me a DM with the details. ^G http,0.02671031,0.56572783,0.40756181,0.38085150,Neutral
631946,2017-11-22 16:02:39+00:00,2017-11-22,16,Wednesday,Uber_Support,Support,@269773 We're here to help! Send us a DM with your email address so we can follow up.,@user We're here to help! Send us a DM with your email address so we can follow up.,0.01736334,0.44608715,0.53654951,0.51918617,Positive
2201932,2017-11-26 13:59:05+00:00,2017-11-26,13,Sunday,643933,Customer,@115765 @115754 so I’m playing WW2 and decided to open my rare supply drop but when I opened it nothing came out and I had lost the supply drop (gamer tag is silentwrath935),@user @user so I’m playing WW2 and decided to open my rare supply drop but when I opened it nothing came out and I had lost the supply drop (gamer tag is silentwrath935),0.60019028,0.37315130,0.02665840,-0.57353188,Negative
201636,2017-10-04 15:06:54+00:00,2017-10-04,15,Wednesday,TMobileHelp,Support,@163624 Thanks for messaging us! I will continue with you in DM. *AlexGreen,@user Thanks for messaging us! I will continue with you in DM. *AlexGreen,0.01235380,0.50844127,0.47920498,0.46685119,Neutral
1487197,2017-11-03 05:08:18+00:00,2017-11-03,5,Friday,465405,Customer,@SpotifyCares Omg I was just being dramatic it didn’t come out till midnight.... love you spotify thanks for caring ❤️,@user Omg I was just being dramatic it didn’t come out till midnight.... love you spotify thanks for caring ❤️,0.03829998,0.09343072,0.86826926,0.82996928,Positive
1872402,2017-10-20 02:42:49+00:00,2017-10-20,2,Friday,559125,Customer,@160285 This is the SAME employee who told us to have fun a few minutes earlier. It’s been over an hour &amp; I’m still LIVID. She threatened children.,@user This is the SAME employee who told us to have fun a few minutes earlier. It’s been over an hour &amp; I’m still LIVID. She threatened children.,0.93828273,0.05480645,0.00691083,-0.93137190,Negative
1827039,2017-10-17 18:24:51+00:00,2017-10-17,18,Tuesday,548368,Customer,"@Delta @488840 Hey Delta, I'd've sung it ANYWAY, DO SOMETHING ABOUT IT.","@user @user Hey Delta, I'd've sung it ANYWAY, DO SOMETHING ABOUT IT.",0.86862862,0.11876192,0.01260946,-0.85601916,Negative
1965488,2017-10-31 09:16:57+00:00,2017-10-31,9,Tuesday,comcastcares,Support,"@582610 Hi, I apologize for the disruption w/ your service. Can you please DM your phone # &amp; full address? I would like to assist you. TY. -DR","@user Hi, I apologize for the disruption w/ your service. Can you please DM your phone # &amp; full address? I would like to assist you. TY. -DR",0.28585353,0.66542602,0.04872043,-0.23713310,Neutral
769302,2017-10-11 20:51:05+00:00,2017-10-11,20,Wednesday,303684,Customer,#uberpool in #Paris is the worst thing ever. @Uber_Support please work on making this system as good as in the US..,#uberpool in #Paris is the worst thing ever. @user please work on making this system as good as in the US..,0.93682045,0.05620545,0.00697403,-0.92984642,Negative
1066797,2017-10-23 13:42:09+00:00,2017-10-23,13,Monday,179287,Customer,@AppleSupport how do I begin the head start on pre-ordering the iPhone X?,@user how do I begin the head start on pre-ordering the iPhone X?,0.00820786,0.87892628,0.11286579,0.10465793,Neutral
2676020,2017-10-31 11:48:10+00:00,2017-10-31,11,Tuesday,753214,Customer,"@115858 @AppleSupport the latest software update is horrible! Everything is slower, stupid features, and worst - my email no longer works. 👎🏻","@user @user the latest software update is horrible! Everything is slower, stupid features, and worst - my email no longer works. 👎🏻",0.95737088,0.03590756,0.00672150,-0.95064938,Negative
2902726,2017-11-28 18:30:33+00:00,2017-11-28,18,Tuesday,803961,Customer,Now I know what you’re not going to goddamn do is not bring me my goddamn sandwich after I ordered it @Uber_Support,Now I know what you’re not going to goddamn do is not bring me my goddamn sandwich after I ordered it @user,0.93548363,0.05764733,0.00686904,-0.92861460,Negative
753188,2017-10-11 00:35:56+00:00,2017-10-11,0,Wednesday,Tesco,Support,"@300017 Hi David, oh dear! Did you ask a colleague in the store to open a manned checkout? Ty - James","@user Hi David, oh dear! Did you ask a colleague in the store to open a manned checkout? Ty - James",0.01945626,0.85035241,0.13019143,0.11073517,Neutral
988178,2017-10-22 11:50:19+00:00,2017-10-22,11,Sunday,ArgosHelpers,Support,"@354129 Hi Rebecca, I am really sorry you have been unable to get this item. The system show this has been discontinued therefore we will not be...","@user Hi Rebecca, I am really sorry you have been unable to get this item. The system show this has been discontinued therefore we will not be...",0.89778984,0.09548304,0.00672711,-0.89106273,Negative
2411861,2017-11-28 09:40:54+00:00,2017-11-28,9,Tuesday,MicrosoftHelps,Support,@693386 Hi. Checking back with you. Was your issue resolved? Please let us know how we may further assist you.,@user Hi. Checking back with you. Was your issue resolved? Please let us know how we may further assist you.,0.02888986,0.70826560,0.26284453,0.23395467,Neutral
2969193,2017-11-29 23:40:00+00:00,2017-11-29,23,Wednesday,Ask_WellsFargo,Support,@819023 What happened? Please tell me more details about your situation and I'll do my best to help (no account numbers). ^LC,@user What happened? Please tell me more details about your situation and I'll do my best to help (no account numbers). ^LC,0.19426917,0.74592233,0.05980856,-0.13446061,Neutral
1017942,2017-10-22 21:16:56+00:00,2017-10-22,21,Sunday,360847,Customer,Thank you @VirginAmerica for being amazing rebooking and refunding me after my flight was canceled from #SFO to @116147,Thank you @user for being amazing rebooking and refunding me after my flight was canceled from #SFO to @user,0.00601397,0.05320043,0.94078559,0.93477162,Positive
